day,Temperature,Humidity,Insolation,week,TempDiff,activity,EnergyConsumption
2021-01-01,-4.61 ,64.92 ,0.87 ,6.00 ,-20.61 ,1.00 ,210.5
2021-01-02,-4.73 ,39.13 ,1.03 ,7.00 ,-20.73 ,1.00 ,394
2021-01-03,-5.63 ,44.42 ,0.80 ,1.00 ,-21.63 ,1.00 ,528.5
2021-01-04,-3.77 ,48.88 ,0.68 ,2.00 ,-19.77 ,0.00 ,231
2021-01-05,-4.84 ,54.25 ,0.95 ,3.00 ,-20.84 ,1.00 ,535.5
2021-01-06,-7.36 ,53.88 ,1.07 ,4.00 ,-23.36 ,1.00 ,555
2021-01-07,-13.82 ,51.21 ,0.85 ,5.00 ,-29.82 ,1.00 ,528.5
2021-01-08,-14.95 ,44.63 ,1.13 ,6.00 ,-30.95 ,1.00 ,531.5
2021-01-09,-12.38 ,45.00 ,1.05 ,7.00 ,-28.38 ,1.00 ,501
2021-01-10,-8.07 ,53.71 ,0.89 ,1.00 ,-24.07 ,1.00 ,473.5
2021-01-11,-6.75 ,62.29 ,0.41 ,2.00 ,-22.75 ,0.00 ,223.5
2021-01-12,-4.37 ,76.96 ,0.56 ,3.00 ,-20.37 ,1.00 ,443.5
2021-01-13,1.68 ,83.21 ,0.75 ,4.00 ,-14.32 ,1.00 ,464.5
2021-01-14,1.61 ,48.25 ,0.93 ,5.00 ,-14.39 ,1.00 ,443
2021-01-15,4.67 ,64.71 ,0.19 ,6.00 ,-11.33 ,1.00 ,458.5
2021-01-16,-4.33 ,59.54 ,1.08 ,7.00 ,-20.33 ,1.00 ,441
2021-01-17,-6.02 ,55.42 ,0.98 ,1.00 ,-22.02 ,1.00 ,451
2021-01-18,-3.26 ,67.29 ,0.41 ,2.00 ,-19.26 ,0.00 ,205
2021-01-19,-6.55 ,38.71 ,1.13 ,3.00 ,-22.55 ,1.00 ,446.5
2021-01-20,-0.69 ,38.46 ,1.08 ,4.00 ,-16.69 ,1.00 ,449
2021-01-21,4.32 ,59.00 ,0.25 ,5.00 ,-11.68 ,1.00 ,454.5
2021-01-22,5.50 ,93.29 ,0.21 ,6.00 ,-10.50 ,1.00 ,478.5
2021-01-23,7.53 ,68.21 ,0.88 ,7.00 ,-8.47 ,1.00 ,438
2021-01-24,7.41 ,62.92 ,1.13 ,1.00 ,-8.59 ,1.00 ,437
2021-01-25,7.83 ,62.13 ,0.98 ,2.00 ,-8.18 ,0.00 ,194.5
2021-01-26,5.77 ,79.00 ,0.18 ,3.00 ,-10.23 ,1.00 ,455.5
2021-01-27,1.88 ,50.29 ,1.13 ,4.00 ,-14.13 ,1.00 ,496.5
2021-01-28,-1.78 ,53.42 ,0.56 ,5.00 ,-17.78 ,1.00 ,453.5
2021-01-29,-8.81 ,39.63 ,1.31 ,6.00 ,-24.81 ,1.00 ,449
2021-01-30,-1.98 ,57.79 ,0.95 ,7.00 ,-17.98 ,1.00 ,432
2021-01-31,2.54 ,57.75 ,0.99 ,1.00 ,-13.46 ,1.00 ,445.5
2021-02-01,5.88 ,76.17 ,0.53 ,2.00 ,-10.13 ,0.00 ,194.5
2021-02-02,-5.10 ,44.63 ,1.34 ,3.00 ,-21.10 ,1.00 ,457
2021-02-03,-3.86 ,61.17 ,1.06 ,4.00 ,-19.86 ,1.00 ,463.5
2021-02-04,-3.12 ,52.71 ,1.39 ,5.00 ,-19.12 ,1.00 ,328.5
2021-02-05,0.68 ,70.42 ,0.72 ,6.00 ,-15.32 ,1.00 ,500.5
2021-02-06,6.55 ,79.71 ,0.40 ,7.00 ,-9.45 ,1.00 ,469.5
2021-02-07,4.42 ,68.88 ,0.95 ,1.00 ,-11.58 ,1.00 ,441
2021-02-08,-2.90 ,44.42 ,1.33 ,2.00 ,-18.90 ,0.00 ,215
2021-02-09,-1.25 ,49.79 ,1.29 ,3.00 ,-17.25 ,1.00 ,468
2021-02-10,2.91 ,73.92 ,0.51 ,4.00 ,-13.09 ,1.00 ,444
2021-02-11,5.63 ,72.50 ,0.94 ,5.00 ,-10.38 ,1.00 ,130.5
2021-02-12,6.45 ,61.88 ,1.23 ,6.00 ,-9.55 ,1.00 ,125.5
2021-02-13,7.36 ,51.25 ,1.20 ,7.00 ,-8.64 ,1.00 ,181
2021-02-14,9.35 ,46.25 ,0.60 ,1.00 ,-6.65 ,1.00 ,379.5
2021-02-15,2.54 ,65.12 ,0.81 ,2.00 ,-13.46 ,0.00 ,186
2021-02-16,-4.93 ,59.92 ,0.61 ,3.00 ,-20.93 ,1.00 ,530.5
2021-02-17,-8.16 ,44.50 ,1.44 ,4.00 ,-24.16 ,1.00 ,556
2021-02-18,-6.05 ,44.29 ,1.42 ,5.00 ,-22.05 ,1.00 ,520
2021-02-19,0.73 ,64.08 ,1.23 ,6.00 ,-15.28 ,1.00 ,531
2021-02-20,8.59 ,61.71 ,1.27 ,7.00 ,-7.41 ,1.00 ,478.5
2021-02-21,10.63 ,65.79 ,1.28 ,1.00 ,-5.37 ,1.00 ,480.5
2021-02-22,8.47 ,60.67 ,1.09 ,2.00 ,-7.53 ,0.00 ,201.5
2021-02-23,0.19 ,33.88 ,1.46 ,3.00 ,-15.81 ,1.00 ,523
2021-02-24,2.58 ,32.46 ,1.34 ,4.00 ,-13.42 ,1.00 ,515
2021-02-25,4.03 ,36.17 ,0.44 ,5.00 ,-11.97 ,1.00 ,523
2021-02-26,7.88 ,33.71 ,1.52 ,6.00 ,-8.13 ,1.00 ,500
2021-02-27,9.45 ,49.00 ,1.50 ,7.00 ,-6.55 ,1.00 ,429.5
2021-02-28,7.65 ,49.17 ,0.59 ,1.00 ,-8.35 ,1.00 ,463.5
2021-03-01,5.31 ,87.46 ,0.12 ,2.00 ,-10.69 ,0.00 ,176
2021-03-02,2.30 ,76.50 ,1.08 ,3.00 ,-13.70 ,1.00 ,501
2021-03-03,4.08 ,66.38 ,1.38 ,4.00 ,-11.92 ,1.00 ,507.5
2021-03-04,7.00 ,62.13 ,0.82 ,5.00 ,-9.00 ,1.00 ,528
2021-03-05,-2.52 ,58.92 ,0.78 ,6.00 ,-18.52 ,1.00 ,462.5
2021-03-06,6.90 ,71.13 ,0.98 ,7.00 ,-9.10 ,1.00 ,508.5
2021-03-07,6.11 ,61.83 ,1.40 ,1.00 ,-9.89 ,1.00 ,451.5
2021-03-08,6.97 ,60.08 ,1.47 ,2.00 ,-9.03 ,0.00 ,178
2021-03-09,6.63 ,56.71 ,1.20 ,3.00 ,-9.37 ,1.00 ,477.5
2021-03-10,8.58 ,63.08 ,1.47 ,4.00 ,-7.43 ,1.00 ,500
2021-03-11,9.99 ,53.08 ,1.28 ,5.00 ,-6.01 ,1.00 ,475
2021-03-12,10.67 ,54.92 ,0.57 ,6.00 ,-5.33 ,1.00 ,463
2021-03-13,9.13 ,62.50 ,1.14 ,7.00 ,-6.87 ,1.00 ,434.5
2021-03-14,9.18 ,71.46 ,1.38 ,1.00 ,-6.83 ,1.00 ,405
2021-03-15,10.36 ,66.29 ,0.98 ,2.00 ,-5.64 ,0.00 ,192
2021-03-16,8.86 ,55.38 ,1.63 ,3.00 ,-7.14 ,1.00 ,450.5
2021-03-17,8.63 ,45.04 ,1.60 ,4.00 ,-7.37 ,1.00 ,498.5
2021-03-18,11.26 ,50.63 ,1.28 ,5.00 ,-4.74 ,1.00 ,518.5
2021-03-19,15.04 ,47.75 ,1.47 ,6.00 ,-0.96 ,1.00 ,452.5
2021-03-20,10.42 ,71.67 ,0.15 ,7.00 ,-5.58 ,1.00 ,437.5
2021-03-21,6.03 ,69.38 ,0.80 ,1.00 ,-9.98 ,1.00 ,497
2021-03-22,9.60 ,62.44 ,1.55 ,2.00 ,-6.40 ,0.00 ,132
2021-03-23,8.74 ,64.29 ,1.61 ,3.00 ,-7.26 ,1.00 ,532
2021-03-24,10.63 ,60.38 ,1.50 ,4.00 ,-5.37 ,1.00 ,534
2021-03-25,12.09 ,67.58 ,1.60 ,5.00 ,-3.91 ,1.00 ,581.5
2021-03-26,12.01 ,62.00 ,1.31 ,6.00 ,-3.99 ,1.00 ,561.5
2021-03-27,11.94 ,67.75 ,0.29 ,7.00 ,-4.06 ,1.00 ,486
2021-03-28,9.35 ,95.96 ,0.18 ,1.00 ,-6.65 ,1.00 ,566
2021-03-29,10.39 ,64.67 ,1.40 ,2.00 ,-5.61 ,0.00 ,177.5
2021-03-30,10.61 ,48.42 ,1.89 ,3.00 ,-5.39 ,1.00 ,475
2021-03-31,14.08 ,41.04 ,1.79 ,4.00 ,-1.92 ,1.00 ,530
2021-04-01,17.54 ,34.04 ,1.61 ,5.00 ,1.54 ,1.00 ,456
2021-04-02,17.48 ,35.71 ,1.18 ,6.00 ,1.48 ,1.00 ,408
2021-04-03,15.54 ,77.29 ,0.15 ,7.00 ,-0.46 ,1.00 ,432
2021-04-04,12.02 ,68.96 ,0.99 ,1.00 ,-3.98 ,1.00 ,518.5
2021-04-05,11.77 ,48.50 ,1.99 ,2.00 ,-4.23 ,0.00 ,195.5
2021-04-06,13.83 ,49.67 ,1.80 ,3.00 ,-2.18 ,1.00 ,428.5
2021-04-07,13.94 ,50.17 ,1.75 ,4.00 ,-2.06 ,1.00 ,476
2021-04-08,13.05 ,34.96 ,1.85 ,5.00 ,-2.95 ,1.00 ,432
2021-04-09,13.48 ,38.29 ,1.81 ,6.00 ,-2.52 ,1.00 ,445
2021-04-10,12.69 ,49.04 ,1.70 ,7.00 ,-3.31 ,1.00 ,442.5
2021-04-11,14.50 ,46.50 ,1.61 ,1.00 ,-1.50 ,1.00 ,442.5
2021-04-12,13.95 ,66.92 ,0.39 ,2.00 ,-2.05 ,0.00 ,467.5
2021-04-13,10.99 ,76.42 ,1.07 ,3.00 ,-5.01 ,1.00 ,711
2021-04-14,8.08 ,57.25 ,1.82 ,4.00 ,-7.92 ,1.00 ,575.5
2021-04-15,11.32 ,62.54 ,1.65 ,5.00 ,-4.68 ,1.00 ,465
2021-04-16,11.44 ,59.88 ,0.57 ,6.00 ,-4.56 ,1.00 ,441
2021-04-17,9.47 ,57.21 ,0.91 ,7.00 ,-6.53 ,1.00 ,411.5
2021-04-18,9.89 ,62.83 ,1.80 ,1.00 ,-6.11 ,1.00 ,414
2021-04-19,11.95 ,66.25 ,1.75 ,2.00 ,-4.05 ,0.00 ,261.5
2021-04-20,14.53 ,57.25 ,1.65 ,3.00 ,-1.47 ,1.00 ,465
2021-04-21,18.75 ,44.21 ,1.67 ,4.00 ,2.75 ,1.00 ,424.5
2021-04-22,20.79 ,38.08 ,1.05 ,5.00 ,4.79 ,1.00 ,380
2021-04-23,19.06 ,42.75 ,0.56 ,6.00 ,3.06 ,1.00 ,438.5
2021-04-24,18.30 ,40.75 ,0.91 ,7.00 ,2.30 ,1.00 ,376
2021-04-25,18.08 ,51.63 ,1.81 ,1.00 ,2.08 ,1.00 ,429.5
2021-04-26,16.38 ,49.92 ,1.44 ,2.00 ,0.37 ,0.00 ,166
2021-04-27,15.30 ,60.96 ,0.69 ,3.00 ,-0.70 ,1.00 ,341
2021-04-28,14.55 ,67.17 ,1.07 ,4.00 ,-1.45 ,1.00 ,431
2021-04-29,14.89 ,51.17 ,1.07 ,5.00 ,-1.11 ,1.00 ,408.5
2021-04-30,11.34 ,82.42 ,0.63 ,6.00 ,-4.66 ,1.00 ,411
2021-05-01,10.53 ,80.08 ,0.79 ,7.00 ,-5.48 ,1.00 ,376.5
2021-05-02,12.21 ,69.83 ,1.85 ,1.00 ,-3.79 ,1.00 ,406.5
2021-05-03,13.93 ,58.58 ,1.85 ,2.00 ,-2.07 ,0.00 ,268.5
2021-05-04,13.63 ,79.29 ,0.25 ,3.00 ,-2.37 ,1.00 ,432.5
2021-05-05,14.13 ,66.46 ,1.89 ,4.00 ,-1.88 ,1.00 ,425.5
2021-05-06,15.38 ,48.50 ,1.59 ,5.00 ,-0.62 ,1.00 ,393.5
2021-05-07,14.67 ,58.29 ,1.14 ,6.00 ,-1.33 ,1.00 ,430.5
2021-05-08,14.13 ,66.88 ,1.53 ,7.00 ,-1.87 ,1.00 ,402
2021-05-09,15.69 ,51.79 ,2.03 ,1.00 ,-0.31 ,1.00 ,400.5
2021-05-10,13.33 ,67.46 ,0.31 ,2.00 ,-2.67 ,0.00 ,175.5
2021-05-11,18.02 ,52.25 ,1.81 ,3.00 ,2.02 ,1.00 ,364
2021-05-12,21.75 ,37.54 ,1.77 ,4.00 ,5.75 ,1.00 ,391.5
2021-05-13,22.77 ,53.79 ,1.82 ,5.00 ,6.77 ,1.00 ,492
2021-05-14,23.95 ,60.21 ,1.63 ,6.00 ,7.95 ,1.00 ,480
2021-05-15,22.06 ,77.67 ,0.63 ,7.00 ,6.06 ,1.00 ,526
2021-05-16,18.85 ,97.38 ,0.20 ,1.00 ,2.85 ,1.00 ,544.5
2021-05-17,15.28 ,92.88 ,0.35 ,2.00 ,-0.72 ,0.00 ,211
2021-05-18,17.83 ,74.25 ,1.61 ,3.00 ,1.83 ,1.00 ,561.5
2021-05-19,19.53 ,52.42 ,2.00 ,4.00 ,3.53 ,1.00 ,481.5
2021-05-20,19.05 ,56.21 ,0.45 ,5.00 ,3.05 ,1.00 ,413
2021-05-21,15.97 ,86.54 ,0.49 ,6.00 ,-0.03 ,1.00 ,404.5
2021-05-22,18.58 ,70.63 ,1.91 ,7.00 ,2.58 ,1.00 ,434
2021-05-23,19.49 ,65.38 ,1.29 ,1.00 ,3.49 ,1.00 ,439.5
2021-05-24,19.54 ,59.00 ,1.79 ,2.00 ,3.54 ,0.00 ,144.5
2021-05-25,15.64 ,70.71 ,1.29 ,3.00 ,-0.36 ,1.00 ,451.5
2021-05-26,17.64 ,60.83 ,1.20 ,4.00 ,1.64 ,1.00 ,404.5
2021-05-27,16.15 ,80.50 ,0.34 ,5.00 ,0.15 ,1.00 ,404
2021-05-28,15.08 ,86.79 ,0.75 ,6.00 ,-0.92 ,1.00 ,417.5
2021-05-29,15.65 ,78.54 ,0.70 ,7.00 ,-0.35 ,1.00 ,426
2021-05-30,18.03 ,72.63 ,1.96 ,1.00 ,2.03 ,1.00 ,367.5
2021-05-31,19.69 ,80.38 ,0.83 ,2.00 ,3.69 ,0.00 ,264
2021-06-01,20.30 ,75.13 ,0.87 ,3.00 ,4.30 ,1.00 ,354.5
2021-06-02,23.01 ,65.46 ,1.79 ,4.00 ,7.01 ,1.00 ,461
2021-06-03,19.71 ,80.13 ,0.34 ,5.00 ,3.71 ,1.00 ,461.5
2021-06-04,18.13 ,70.75 ,1.93 ,6.00 ,2.13 ,1.00 ,462.5
2021-06-05,20.68 ,67.04 ,1.54 ,7.00 ,4.68 ,1.00 ,517.5
2021-06-06,22.75 ,70.83 ,1.56 ,1.00 ,6.75 ,1.00 ,569.5
2021-06-07,21.14 ,71.75 ,0.47 ,2.00 ,5.14 ,0.00 ,201.5
2021-06-08,23.43 ,69.75 ,1.42 ,3.00 ,7.43 ,1.00 ,680.5
2021-06-09,25.57 ,59.96 ,1.65 ,4.00 ,9.57 ,1.00 ,641
2021-06-10,25.30 ,65.04 ,0.94 ,5.00 ,9.30 ,1.00 ,617.5
2021-06-11,21.53 ,84.33 ,0.67 ,6.00 ,5.53 ,1.00 ,647
2021-06-12,23.88 ,75.46 ,1.79 ,7.00 ,7.88 ,1.00 ,660.5
2021-06-13,24.92 ,72.75 ,1.77 ,1.00 ,8.92 ,1.00 ,790
2021-06-14,24.63 ,70.21 ,1.49 ,2.00 ,8.63 ,0.00 ,207.5
2021-06-15,22.63 ,79.13 ,0.51 ,3.00 ,6.63 ,1.00 ,784.5
2021-06-16,24.37 ,60.54 ,1.82 ,4.00 ,8.37 ,1.00 ,690
2021-06-17,21.88 ,70.00 ,0.64 ,5.00 ,5.88 ,1.00 ,709.5
2021-06-18,20.11 ,91.21 ,0.30 ,6.00 ,4.11 ,1.00 ,777
2021-06-19,22.26 ,74.29 ,1.76 ,7.00 ,6.26 ,1.00 ,799.5
2021-06-20,22.89 ,73.17 ,1.72 ,1.00 ,6.89 ,1.00 ,673
2021-06-21,23.48 ,68.46 ,1.71 ,2.00 ,7.48 ,0.00 ,501.5
2021-06-22,23.17 ,65.75 ,1.35 ,3.00 ,7.17 ,1.00 ,704
2021-06-23,22.20 ,70.83 ,1.30 ,4.00 ,6.20 ,1.00 ,727
2021-06-24,22.86 ,72.17 ,1.19 ,5.00 ,6.86 ,1.00 ,678
2021-06-25,24.03 ,68.17 ,1.65 ,6.00 ,8.03 ,1.00 ,907
2021-06-26,22.87 ,78.58 ,0.95 ,7.00 ,6.87 ,1.00 ,790
2021-06-27,24.18 ,72.88 ,1.50 ,1.00 ,8.18 ,1.00 ,959
2021-06-28,23.59 ,77.54 ,0.90 ,2.00 ,7.59 ,0.00 ,141
2021-06-29,23.82 ,78.88 ,0.94 ,3.00 ,7.82 ,1.00 ,814.5
2021-06-30,24.13 ,79.38 ,1.08 ,4.00 ,8.13 ,1.00 ,845.5
2021-07-01,26.18 ,71.42 ,1.37 ,5.00 ,10.18 ,1.00 ,871
2021-07-02,27.08 ,64.50 ,1.48 ,6.00 ,11.08 ,1.00 ,821.5
2021-07-03,23.06 ,77.29 ,0.50 ,7.00 ,7.06 ,1.00 ,505.5
2021-07-04,21.28 ,97.46 ,0.18 ,1.00 ,5.28 ,1.00 ,906
2021-07-05,23.06 ,81.17 ,0.84 ,2.00 ,7.06 ,0.00 ,151.5
2021-07-06,25.14 ,74.54 ,1.28 ,3.00 ,9.14 ,1.00 ,899.5
2021-07-07,26.30 ,77.00 ,0.79 ,4.00 ,10.30 ,1.00 ,895.5
2021-07-08,25.96 ,83.50 ,0.94 ,5.00 ,9.96 ,1.00 ,886
2021-07-09,25.41 ,77.63 ,0.97 ,6.00 ,9.41 ,1.00 ,849
2021-07-10,25.81 ,78.67 ,1.16 ,7.00 ,9.81 ,1.00 ,908
2021-07-11,25.75 ,86.58 ,0.50 ,1.00 ,9.75 ,1.00 ,785.5
2021-07-12,27.89 ,75.88 ,1.27 ,2.00 ,11.89 ,0.00 ,147
2021-07-13,28.69 ,76.00 ,0.77 ,3.00 ,12.69 ,1.00 ,954.5
2021-07-14,29.67 ,71.58 ,1.50 ,4.00 ,13.67 ,1.00 ,1024.5
2021-07-15,29.34 ,71.13 ,1.52 ,5.00 ,13.34 ,1.00 ,962
2021-07-16,28.69 ,68.17 ,1.78 ,6.00 ,12.69 ,1.00 ,873.5
2021-07-17,28.80 ,63.83 ,1.51 ,7.00 ,12.80 ,1.00 ,205
2021-07-18,29.63 ,62.17 ,1.56 ,1.00 ,13.63 ,1.00 ,246.5
2021-07-19,26.84 ,77.46 ,0.67 ,2.00 ,10.84 ,0.00 ,178.5
2021-07-20,27.62 ,77.25 ,0.97 ,3.00 ,11.62 ,1.00 ,935.5
2021-07-21,30.33 ,65.38 ,1.61 ,4.00 ,14.33 ,1.00 ,1038
2021-07-22,31.14 ,59.88 ,1.85 ,5.00 ,15.14 ,1.00 ,1009
2021-07-23,31.28 ,61.08 ,1.79 ,6.00 ,15.28 ,1.00 ,999.5
2021-07-24,31.60 ,58.92 ,1.85 ,7.00 ,15.60 ,1.00 ,977.5
2021-07-25,31.50 ,55.83 ,1.84 ,1.00 ,15.50 ,1.00 ,946.5
2021-07-26,31.30 ,55.13 ,1.95 ,2.00 ,15.30 ,0.00 ,174.5
2021-07-27,31.00 ,60.08 ,1.15 ,3.00 ,15.00 ,1.00 ,1033.5
2021-07-28,30.30 ,66.92 ,1.09 ,4.00 ,14.30 ,1.00 ,1024.5
2021-07-29,29.74 ,70.29 ,0.99 ,5.00 ,13.74 ,1.00 ,1068
2021-07-30,30.31 ,63.13 ,1.46 ,6.00 ,14.31 ,1.00 ,1051.5
2021-07-31,29.80 ,70.67 ,1.41 ,7.00 ,13.80 ,1.00 ,997.5
2021-08-01,27.31 ,81.00 ,0.44 ,1.00 ,11.31 ,1.00 ,1027.5
2021-08-02,26.43 ,83.50 ,0.56 ,2.00 ,10.43 ,0.00 ,181
2021-08-03,27.70 ,77.67 ,0.88 ,3.00 ,11.70 ,1.00 ,1048.5
2021-08-04,29.02 ,70.58 ,1.30 ,4.00 ,13.02 ,1.00 ,1051.5
2021-08-05,29.21 ,68.25 ,1.37 ,5.00 ,13.21 ,1.00 ,1090
2021-08-06,28.18 ,69.08 ,1.21 ,6.00 ,12.18 ,1.00 ,1045.5
2021-08-07,27.85 ,66.21 ,1.57 ,7.00 ,11.85 ,1.00 ,1022.5
2021-08-08,26.80 ,75.33 ,0.79 ,1.00 ,10.80 ,1.00 ,1025
2021-08-09,28.13 ,63.42 ,1.65 ,2.00 ,12.13 ,0.00 ,273.5
2021-08-10,27.75 ,62.25 ,1.34 ,3.00 ,11.75 ,1.00 ,1012
2021-08-11,27.33 ,70.17 ,1.10 ,4.00 ,11.33 ,1.00 ,994.5
2021-08-12,26.94 ,67.96 ,0.99 ,5.00 ,10.94 ,1.00 ,984
2021-08-13,26.41 ,70.79 ,0.80 ,6.00 ,10.41 ,1.00 ,914
2021-08-14,26.26 ,64.58 ,1.04 ,7.00 ,10.26 ,1.00 ,942
2021-08-15,26.82 ,59.63 ,1.55 ,1.00 ,10.82 ,1.00 ,964
2021-08-16,27.28 ,61.04 ,1.55 ,2.00 ,11.28 ,0.00 ,197
2021-08-17,26.23 ,63.50 ,1.17 ,3.00 ,10.23 ,1.00 ,999
2021-08-18,24.27 ,71.29 ,1.19 ,4.00 ,8.27 ,1.00 ,1012
2021-08-19,25.76 ,58.13 ,1.40 ,5.00 ,9.76 ,1.00 ,1030.5
2021-08-20,26.74 ,61.92 ,1.15 ,6.00 ,10.74 ,1.00 ,1014
2021-08-21,23.79 ,87.08 ,0.42 ,7.00 ,7.79 ,1.00 ,804.5
2021-08-22,24.44 ,81.92 ,0.58 ,1.00 ,8.44 ,1.00 ,1019
2021-08-23,22.57 ,89.17 ,0.25 ,2.00 ,6.57 ,0.00 ,312
2021-08-24,23.13 ,93.96 ,0.31 ,3.00 ,7.13 ,1.00 ,872.5
2021-08-25,24.88 ,86.46 ,0.60 ,4.00 ,8.88 ,1.00 ,966
2021-08-26,25.29 ,85.50 ,0.54 ,5.00 ,9.29 ,1.00 ,1015
2021-08-27,22.91 ,83.79 ,0.20 ,6.00 ,6.91 ,1.00 ,585.5
2021-08-28,23.28 ,81.08 ,1.03 ,7.00 ,7.28 ,1.00 ,762.5
2021-08-29,23.77 ,81.96 ,0.69 ,1.00 ,7.77 ,1.00 ,630
2021-08-30,24.19 ,78.33 ,0.89 ,2.00 ,8.19 ,0.00 ,557.5
