day,Temperature,Humidity,Insolation,week,TempDiff,activity,EnergyConsumption
2022-05-01,13.40 ,54.42 ,1.83 ,1.00 ,-2.60 ,1.00 ,423
2022-05-02,14.08 ,58.75 ,1.74 ,2.00 ,-1.92 ,0.00 ,175.5
2022-05-03,14.79 ,47.46 ,1.87 ,3.00 ,-1.21 ,1.00 ,451.5
2022-05-04,17.56 ,44.00 ,1.81 ,4.00 ,1.56 ,1.00 ,435
2022-05-05,18.80 ,46.46 ,1.96 ,5.00 ,2.80 ,1.00 ,430
2022-05-06,19.47 ,66.29 ,1.71 ,6.00 ,3.47 ,1.00 ,530
2022-05-07,18.59 ,56.83 ,1.50 ,7.00 ,2.59 ,1.00 ,532
2022-05-08,15.73 ,48.42 ,0.41 ,1.00 ,-0.27 ,1.00 ,467
2022-05-09,17.58 ,58.21 ,1.95 ,2.00 ,1.58 ,0.00 ,184.5
2022-05-10,19.71 ,40.21 ,1.85 ,3.00 ,3.71 ,1.00 ,523
2022-05-11,19.75 ,48.71 ,1.72 ,4.00 ,3.75 ,1.00 ,557
2022-05-12,20.67 ,52.92 ,1.83 ,5.00 ,4.67 ,1.00 ,542.5
2022-05-13,19.76 ,45.08 ,1.33 ,6.00 ,3.76 ,1.00 ,534.5
2022-05-14,15.91 ,46.21 ,1.51 ,7.00 ,-0.09 ,1.00 ,529.5
2022-05-15,16.16 ,39.13 ,2.00 ,1.00 ,0.16 ,1.00 ,218
2022-05-16,17.15 ,54.17 ,1.93 ,2.00 ,1.15 ,0.00 ,599.5
2022-05-17,19.85 ,60.21 ,1.84 ,3.00 ,3.85 ,1.00 ,586
2022-05-18,19.88 ,60.75 ,1.05 ,4.00 ,3.88 ,1.00 ,596.5
2022-05-19,19.96 ,54.00 ,1.40 ,5.00 ,3.96 ,1.00 ,557
2022-05-20,20.65 ,51.46 ,1.72 ,6.00 ,4.65 ,1.00 ,557
2022-05-21,20.26 ,70.00 ,1.66 ,7.00 ,4.26 ,1.00 ,557
2022-05-22,20.05 ,71.04 ,1.62 ,1.00 ,4.05 ,1.00 ,546.5
2022-05-23,22.85 ,64.75 ,1.73 ,2.00 ,6.85 ,0.00 ,233.5
2022-05-24,22.85 ,57.50 ,1.92 ,3.00 ,6.85 ,1.00 ,563.5
2022-05-25,21.18 ,65.42 ,1.51 ,4.00 ,5.18 ,1.00 ,614.5
2022-05-26,18.64 ,61.29 ,1.93 ,5.00 ,2.64 ,1.00 ,575
2022-05-27,19.95 ,62.08 ,1.91 ,6.00 ,3.95 ,1.00 ,578.5
2022-05-28,22.09 ,56.13 ,1.83 ,7.00 ,6.09 ,1.00 ,564.5
2022-05-29,23.10 ,65.00 ,1.43 ,1.00 ,7.10 ,1.00 ,580
2022-05-30,21.08 ,72.92 ,0.65 ,2.00 ,5.08 ,0.00 ,225.5
2022-05-31,20.50 ,44.79 ,1.83 ,3.00 ,4.50 ,1.00 ,576
2022-06-01,22.27 ,39.67 ,2.05 ,4.00 ,6.27 ,1.00 ,217.5
2022-06-02,21.38 ,66.08 ,1.81 ,5.00 ,5.38 ,1.00 ,710.5
2022-06-03,24.10 ,63.88 ,1.81 ,6.00 ,8.10 ,1.00 ,668
2022-06-04,25.34 ,58.58 ,1.21 ,7.00 ,9.34 ,1.00 ,762
2022-06-05,23.08 ,57.96 ,0.54 ,1.00 ,7.08 ,1.00 ,592.5
2022-06-06,19.99 ,69.50 ,1.40 ,2.00 ,3.99 ,0.00 ,474
2022-06-07,20.42 ,54.42 ,1.16 ,3.00 ,4.42 ,1.00 ,591.5
2022-06-08,21.05 ,60.38 ,1.13 ,4.00 ,5.05 ,1.00 ,554.5
2022-06-09,20.88 ,75.83 ,0.71 ,5.00 ,4.88 ,1.00 ,565.5
2022-06-10,20.90 ,76.13 ,1.03 ,6.00 ,4.90 ,1.00 ,564.5
2022-06-11,24.56 ,60.54 ,1.77 ,7.00 ,8.56 ,1.00 ,557.5
2022-06-12,24.62 ,57.29 ,1.63 ,1.00 ,8.62 ,1.00 ,589.5
2022-06-13,23.56 ,70.67 ,1.38 ,2.00 ,7.56 ,0.00 ,201.5
2022-06-14,21.81 ,55.04 ,1.24 ,3.00 ,5.81 ,1.00 ,760
2022-06-15,17.43 ,90.63 ,0.37 ,4.00 ,1.43 ,1.00 ,688
2022-06-16,20.46 ,79.00 ,0.87 ,5.00 ,4.46 ,1.00 ,573.5
2022-06-17,22.25 ,75.75 ,1.19 ,6.00 ,6.25 ,1.00 ,517.5
2022-06-18,23.38 ,79.83 ,0.40 ,7.00 ,7.38 ,1.00 ,487
2022-06-19,23.42 ,81.21 ,0.34 ,1.00 ,7.42 ,1.00 ,182
2022-06-20,25.08 ,76.42 ,0.84 ,2.00 ,9.08 ,0.00 ,182
2022-06-21,26.53 ,72.63 ,1.93 ,3.00 ,10.53 ,1.00 ,858
2022-06-22,25.85 ,70.58 ,1.49 ,4.00 ,9.85 ,1.00 ,941.5
2022-06-23,24.38 ,87.46 ,0.23 ,5.00 ,8.38 ,1.00 ,896
2022-06-24,22.85 ,91.33 ,0.57 ,6.00 ,6.85 ,1.00 ,1013.5
2022-06-25,25.63 ,80.54 ,1.17 ,7.00 ,9.63 ,1.00 ,1003
2022-06-26,26.35 ,82.75 ,0.20 ,1.00 ,10.35 ,1.00 ,848
2022-06-27,26.69 ,84.96 ,0.32 ,2.00 ,10.69 ,0.00 ,214.5
2022-06-28,27.14 ,80.25 ,0.22 ,3.00 ,11.14 ,1.00 ,962.5
2022-06-29,25.20 ,94.83 ,0.20 ,4.00 ,9.20 ,1.00 ,1006.5
2022-06-30,22.50 ,99.58 ,0.16 ,5.00 ,6.50 ,1.00 ,870.5
2022-07-01,26.36 ,83.83 ,1.44 ,6.00 ,10.36 ,1.00 ,1173
2022-07-02,28.62 ,74.13 ,1.72 ,7.00 ,12.62 ,1.00 ,1080.5
2022-07-03,29.24 ,68.54 ,1.75 ,1.00 ,13.24 ,1.00 ,1016
2022-07-04,29.22 ,71.96 ,0.99 ,2.00 ,13.22 ,0.00 ,900.5
2022-07-05,29.21 ,73.92 ,1.07 ,3.00 ,13.21 ,1.00 ,1082.5
2022-07-06,29.41 ,75.46 ,0.97 ,4.00 ,13.41 ,1.00 ,1154.5
2022-07-07,28.34 ,82.79 ,0.55 ,5.00 ,12.34 ,1.00 ,1145.5
2022-07-08,26.13 ,83.96 ,0.46 ,6.00 ,10.13 ,1.00 ,1012.5
2022-07-09,26.75 ,82.71 ,0.91 ,7.00 ,10.75 ,1.00 ,1074
2022-07-10,29.00 ,70.25 ,1.54 ,1.00 ,13.00 ,1.00 ,1046
2022-07-11,27.04 ,73.83 ,0.92 ,2.00 ,11.04 ,0.00 ,285.5
2022-07-12,26.69 ,73.08 ,0.79 ,3.00 ,10.69 ,1.00 ,1039
2022-07-13,25.15 ,92.21 ,0.08 ,4.00 ,9.15 ,1.00 ,923.5
2022-07-14,25.78 ,85.38 ,1.15 ,5.00 ,9.78 ,1.00 ,1185.5
2022-07-15,26.12 ,76.88 ,1.63 ,6.00 ,10.12 ,1.00 ,1030.5
2022-07-16,25.01 ,82.88 ,0.72 ,7.00 ,9.01 ,1.00 ,1066
2022-07-17,25.35 ,80.17 ,1.12 ,1.00 ,9.35 ,1.00 ,866.5
2022-07-18,26.78 ,75.04 ,1.40 ,2.00 ,10.78 ,0.00 ,1147.5
2022-07-19,27.32 ,73.83 ,1.56 ,3.00 ,11.32 ,1.00 ,1134.5
2022-07-20,27.15 ,75.63 ,1.18 ,4.00 ,11.15 ,1.00 ,1134.5
2022-07-21,23.27 ,87.67 ,0.44 ,5.00 ,7.27 ,1.00 ,1156.5
2022-07-22,25.01 ,81.17 ,0.90 ,6.00 ,9.01 ,1.00 ,1118
2022-07-23,24.93 ,83.58 ,0.61 ,7.00 ,8.93 ,1.00 ,1085
2022-07-24,24.90 ,87.17 ,0.59 ,1.00 ,8.90 ,1.00 ,1027.5
2022-07-25,27.38 ,75.75 ,1.70 ,2.00 ,11.38 ,0.00 ,558.5
2022-07-26,28.78 ,72.25 ,1.49 ,3.00 ,12.78 ,1.00 ,1107.5
2022-07-27,29.36 ,67.50 ,1.31 ,4.00 ,13.36 ,1.00 ,1118.5
2022-07-28,29.54 ,63.33 ,1.68 ,5.00 ,13.54 ,1.00 ,1156.5
2022-07-29,30.61 ,67.96 ,1.35 ,6.00 ,14.61 ,1.00 ,1187
2022-07-30,31.06 ,67.13 ,1.57 ,7.00 ,15.06 ,1.00 ,1265
2022-07-31,27.50 ,84.00 ,0.33 ,1.00 ,11.50 ,1.00 ,1266
2022-08-01,28.34 ,83.54 ,1.01 ,2.00 ,12.34 ,0.00 ,700.5
2022-08-02,27.03 ,88.58 ,0.29 ,3.00 ,11.03 ,1.00 ,1118.5
2022-08-03,27.03 ,90.46 ,0.58 ,4.00 ,11.03 ,1.00 ,1193
2022-08-04,28.90 ,79.88 ,1.48 ,5.00 ,12.90 ,1.00 ,1350
2022-08-05,29.25 ,77.29 ,1.31 ,6.00 ,13.25 ,1.00 ,1065
2022-08-06,28.71 ,84.67 ,0.50 ,7.00 ,12.71 ,1.00 ,1141.5
2022-08-07,28.90 ,82.58 ,0.62 ,1.00 ,12.90 ,1.00 ,1067.5
2022-08-08,26.90 ,90.92 ,0.08 ,2.00 ,10.90 ,0.00 ,366.5
2022-08-09,25.48 ,96.00 ,0.16 ,3.00 ,9.48 ,1.00 ,642
2022-08-10,24.41 ,86.54 ,1.08 ,4.00 ,8.41 ,1.00 ,618.5
2022-08-11,24.91 ,88.08 ,0.59 ,5.00 ,8.91 ,1.00 ,1109.5
2022-08-12,26.90 ,74.79 ,1.66 ,6.00 ,10.90 ,1.00 ,1077
2022-08-13,25.73 ,81.92 ,0.34 ,7.00 ,9.73 ,1.00 ,944.5
2022-08-14,27.53 ,83.00 ,0.93 ,1.00 ,11.53 ,1.00 ,1071
2022-08-15,28.15 ,83.29 ,0.42 ,2.00 ,12.15 ,0.00 ,1077.5
2022-08-16,26.87 ,75.17 ,1.56 ,3.00 ,10.87 ,1.00 ,1095
2022-08-17,26.13 ,76.88 ,1.14 ,4.00 ,10.13 ,1.00 ,1099
2022-08-18,25.45 ,76.08 ,0.84 ,5.00 ,9.45 ,1.00 ,1030.5
2022-08-19,25.66 ,85.13 ,0.37 ,6.00 ,9.66 ,1.00 ,1067
2022-08-20,28.19 ,80.88 ,1.58 ,7.00 ,12.19 ,1.00 ,1067
2022-08-21,28.08 ,75.04 ,1.09 ,1.00 ,12.08 ,1.00 ,1077
2022-08-22,27.14 ,75.46 ,0.78 ,2.00 ,11.14 ,0.00 ,237.5
2022-08-23,25.36 ,76.88 ,1.36 ,3.00 ,9.36 ,1.00 ,1130
2022-08-24,24.73 ,66.67 ,0.82 ,4.00 ,8.73 ,1.00 ,1086
2022-08-25,22.41 ,78.42 ,0.30 ,5.00 ,6.41 ,1.00 ,1015.5
2022-08-26,23.60 ,75.38 ,1.33 ,6.00 ,7.60 ,1.00 ,948
2022-08-27,21.71 ,63.88 ,1.81 ,7.00 ,5.71 ,1.00 ,780
2022-08-28,22.35 ,59.54 ,1.64 ,1.00 ,6.35 ,1.00 ,768.5
2022-08-29,21.12 ,74.29 ,0.43 ,2.00 ,5.12 ,0.00 ,208.5
2022-08-30,19.15 ,94.42 ,0.22 ,3.00 ,3.15 ,1.00 ,671.5
2022-08-31,21.63 ,84.33 ,0.74 ,4.00 ,5.63 ,1.00 ,927
2022-09-01,23.86 ,72.50 ,1.79 ,5.00 ,7.86 ,1.00 ,1487.5
2022-09-02,24.67 ,63.25 ,1.75 ,6.00 ,8.67 ,1.00 ,-23.5
2022-09-03,24.04 ,62.58 ,1.26 ,7.00 ,8.04 ,1.00 ,894.5
2022-09-04,22.25 ,86.17 ,0.27 ,1.00 ,6.25 ,1.00 ,445.5
2022-09-05,19.61 ,96.08 ,0.12 ,2.00 ,3.61 ,0.00 ,144.5
2022-09-06,20.75 ,79.13 ,1.60 ,3.00 ,4.75 ,1.00 ,536.5
2022-09-07,22.80 ,65.88 ,1.88 ,4.00 ,6.80 ,1.00 ,718
2022-09-08,23.00 ,66.04 ,1.84 ,5.00 ,7.00 ,1.00 ,782.5
2022-09-09,24.32 ,61.54 ,1.84 ,6.00 ,8.32 ,1.00 ,158.5
2022-09-10,23.53 ,51.00 ,1.44 ,7.00 ,7.53 ,1.00 ,161.5
2022-09-11,23.38 ,67.79 ,0.79 ,1.00 ,7.38 ,1.00 ,162
2022-09-12,23.78 ,75.75 ,1.01 ,2.00 ,7.78 ,0.00 ,402
2022-09-13,24.20 ,74.04 ,0.57 ,3.00 ,8.20 ,1.00 ,834
2022-09-14,24.65 ,57.38 ,0.78 ,4.00 ,8.65 ,1.00 ,848
2022-09-15,25.05 ,65.96 ,0.95 ,5.00 ,9.05 ,1.00 ,916
2022-09-16,25.83 ,77.21 ,0.80 ,6.00 ,9.83 ,1.00 ,879
2022-09-17,25.51 ,84.08 ,0.87 ,7.00 ,9.51 ,1.00 ,990
2022-09-18,26.91 ,75.96 ,1.22 ,1.00 ,10.91 ,1.00 ,230.5
2022-09-19,25.13 ,64.08 ,1.43 ,2.00 ,9.13 ,0.00 ,789.5
2022-09-20,20.06 ,57.13 ,1.46 ,3.00 ,4.06 ,1.00 ,789.5
2022-09-21,19.31 ,56.88 ,1.71 ,4.00 ,3.31 ,1.00 ,695.5
2022-09-22,19.58 ,60.33 ,1.38 ,5.00 ,3.58 ,1.00 ,538.5
2022-09-23,18.04 ,67.00 ,1.27 ,6.00 ,2.04 ,1.00 ,566
2022-09-24,18.13 ,64.46 ,1.67 ,7.00 ,2.13 ,1.00 ,569
2022-09-25,19.71 ,64.04 ,1.38 ,1.00 ,3.71 ,1.00 ,509.5
2022-09-26,19.90 ,59.08 ,1.42 ,2.00 ,3.90 ,0.00 ,366.5
2022-09-27,20.71 ,60.42 ,1.63 ,3.00 ,4.71 ,1.00 ,525
2022-09-28,20.38 ,69.63 ,0.96 ,4.00 ,4.38 ,1.00 ,526.5
2022-09-29,20.51 ,73.42 ,1.34 ,5.00 ,4.51 ,1.00 ,517
2022-09-30,20.75 ,68.92 ,1.48 ,6.00 ,4.75 ,1.00 ,540
2022-10-01,20.79 ,64.08 ,1.33 ,7.00 ,4.79 ,1.00 ,458
2022-10-02,19.54 ,76.29 ,0.29 ,1.00 ,3.54 ,1.00 ,485
2022-10-03,20.85 ,98.21 ,0.08 ,2.00 ,4.85 ,0.00 ,167
2022-10-04,18.52 ,84.83 ,0.50 ,3.00 ,2.52 ,1.00 ,470
2022-10-05,16.58 ,73.63 ,1.20 ,4.00 ,0.58 ,1.00 ,475
2022-10-06,15.68 ,76.83 ,0.60 ,5.00 ,-0.32 ,1.00 ,533
2022-10-07,14.55 ,70.42 ,1.16 ,6.00 ,-1.45 ,1.00 ,458
2022-10-08,15.48 ,65.17 ,1.42 ,7.00 ,-0.52 ,1.00 ,421
2022-10-09,13.40 ,83.46 ,0.18 ,1.00 ,-2.60 ,1.00 ,422.5
2022-10-10,9.95 ,74.88 ,0.72 ,2.00 ,-6.05 ,0.00 ,153
2022-10-11,11.08 ,68.71 ,1.44 ,3.00 ,-4.92 ,1.00 ,381.5
2022-10-12,13.27 ,68.96 ,1.51 ,4.00 ,-2.73 ,1.00 ,453.5
2022-10-13,16.12 ,69.54 ,1.50 ,5.00 ,0.12 ,1.00 ,466
2022-10-14,16.86 ,73.54 ,1.13 ,6.00 ,0.86 ,1.00 ,453
2022-10-15,18.00 ,69.08 ,1.35 ,7.00 ,2.00 ,1.00 ,405.5
2022-10-16,17.02 ,73.67 ,0.51 ,1.00 ,1.02 ,1.00 ,141.5
2022-10-17,11.76 ,51.63 ,1.57 ,2.00 ,-4.24 ,0.00 ,430.5
2022-10-18,9.38 ,52.96 ,1.52 ,3.00 ,-6.62 ,1.00 ,443.5
2022-10-19,10.27 ,55.96 ,1.48 ,4.00 ,-5.73 ,1.00 ,469.5
2022-10-20,12.59 ,64.50 ,1.43 ,5.00 ,-3.41 ,1.00 ,469.5
2022-10-21,14.05 ,67.25 ,1.26 ,6.00 ,-1.95 ,1.00 ,472.5
2022-10-22,14.87 ,75.67 ,1.24 ,7.00 ,-1.13 ,1.00 ,443.5
2022-10-23,14.37 ,66.96 ,1.17 ,1.00 ,-1.63 ,1.00 ,505
2022-10-24,10.87 ,52.38 ,1.41 ,2.00 ,-5.13 ,0.00 ,252.5
2022-10-25,11.16 ,55.21 ,1.36 ,3.00 ,-4.84 ,1.00 ,422
2022-10-26,12.55 ,59.00 ,1.06 ,4.00 ,-3.45 ,1.00 ,396.5
2022-10-27,13.28 ,69.13 ,1.19 ,5.00 ,-2.72 ,1.00 ,421
2022-10-28,13.59 ,70.96 ,1.20 ,6.00 ,-2.41 ,1.00 ,417.5
2022-10-29,14.78 ,65.21 ,1.22 ,7.00 ,-1.22 ,1.00 ,444.5
2022-10-30,14.80 ,65.33 ,1.14 ,1.00 ,-1.20 ,1.00 ,428.5
2022-10-31,14.91 ,68.33 ,1.10 ,2.00 ,-1.09 ,0.00 ,300
2022-11-01,13.50 ,75.83 ,0.79 ,3.00 ,-2.50 ,1.00 ,522.5
2022-11-02,11.04 ,56.67 ,1.29 ,4.00 ,-4.96 ,1.00 ,426
2022-11-03,9.66 ,58.75 ,0.45 ,5.00 ,-6.34 ,1.00 ,471
2022-11-04,5.19 ,41.96 ,1.42 ,6.00 ,-10.81 ,1.00 ,454.5
2022-11-05,6.32 ,49.46 ,1.37 ,7.00 ,-9.68 ,1.00 ,443
2022-11-06,9.43 ,60.92 ,1.29 ,1.00 ,-6.57 ,1.00 ,431.5
2022-11-07,10.97 ,64.17 ,0.76 ,2.00 ,-5.03 ,0.00 ,290.5
2022-11-08,13.13 ,67.38 ,1.05 ,3.00 ,-2.87 ,1.00 ,466.5
2022-11-09,11.23 ,76.38 ,0.89 ,4.00 ,-4.77 ,1.00 ,455.5
2022-11-10,13.51 ,74.67 ,0.96 ,5.00 ,-2.49 ,1.00 ,500.5
2022-11-11,15.49 ,62.83 ,1.07 ,6.00 ,-0.51 ,1.00 ,521.5
2022-11-12,16.07 ,76.67 ,0.63 ,7.00 ,0.07 ,1.00 ,325.5
2022-11-13,11.01 ,85.75 ,0.33 ,1.00 ,-4.99 ,1.00 ,390
2022-11-14,10.00 ,75.71 ,0.75 ,2.00 ,-6.00 ,0.00 ,147.5
2022-11-15,7.99 ,74.00 ,0.63 ,3.00 ,-8.01 ,1.00 ,432
2022-11-16,8.53 ,72.54 ,1.10 ,4.00 ,-7.47 ,1.00 ,417
2022-11-17,10.12 ,64.83 ,1.04 ,5.00 ,-5.88 ,1.00 ,406
2022-11-18,10.92 ,68.67 ,1.10 ,6.00 ,-5.08 ,1.00 ,389.5
2022-11-19,12.85 ,56.75 ,1.05 ,7.00 ,-3.15 ,1.00 ,390
2022-11-20,13.73 ,57.83 ,1.08 ,1.00 ,-2.27 ,1.00 ,390
2022-11-21,12.03 ,68.13 ,0.58 ,2.00 ,-3.97 ,0.00 ,140.5
2022-11-22,10.65 ,70.75 ,0.50 ,3.00 ,-5.35 ,1.00 ,471
2022-11-23,11.16 ,57.67 ,1.05 ,4.00 ,-4.84 ,1.00 ,449
2022-11-24,9.28 ,64.04 ,0.85 ,5.00 ,-6.73 ,1.00 ,425.5
2022-11-25,11.87 ,66.08 ,0.97 ,6.00 ,-4.13 ,1.00 ,422
2022-11-26,7.61 ,55.75 ,1.07 ,7.00 ,-8.39 ,1.00 ,383.5
2022-11-27,4.93 ,43.96 ,0.92 ,1.00 ,-11.07 ,1.00 ,375
2022-11-28,11.78 ,59.88 ,0.35 ,2.00 ,-4.23 ,0.00 ,162
2022-11-29,8.25 ,71.58 ,0.49 ,3.00 ,-7.75 ,1.00 ,443.5
2022-11-30,-4.91 ,47.92 ,1.11 ,4.00 ,-20.91 ,1.00 ,433
2022-12-01,-5.39 ,43.00 ,0.93 ,5.00 ,-21.39 ,1.00 ,417.5
2022-12-02,-2.94 ,43.21 ,1.08 ,6.00 ,-18.94 ,1.00 ,389
2022-12-03,2.21 ,70.25 ,0.57 ,7.00 ,-13.79 ,1.00 ,362.5
2022-12-04,-3.06 ,39.96 ,0.56 ,1.00 ,-19.06 ,1.00 ,347.5
2022-12-05,-3.25 ,41.25 ,1.07 ,2.00 ,-19.25 ,0.00 ,234
2022-12-06,0.49 ,62.25 ,0.83 ,3.00 ,-15.51 ,1.00 ,304.5
2022-12-07,4.88 ,60.42 ,0.90 ,4.00 ,-11.13 ,1.00 ,297
2022-12-08,3.92 ,56.92 ,0.91 ,5.00 ,-12.08 ,1.00 ,289
2022-12-09,4.59 ,61.79 ,0.66 ,6.00 ,-11.41 ,1.00 ,375.5
2022-12-10,2.51 ,46.75 ,0.61 ,7.00 ,-13.49 ,1.00 ,728
2022-12-11,1.80 ,51.92 ,1.01 ,1.00 ,-14.20 ,1.00 ,781
2022-12-12,1.76 ,70.96 ,0.46 ,2.00 ,-14.24 ,0.00 ,794.5
2022-12-13,0.81 ,72.13 ,0.44 ,3.00 ,-15.19 ,1.00 ,690.5
2022-12-14,-8.15 ,49.54 ,1.04 ,4.00 ,-24.15 ,1.00 ,699
2022-12-15,-4.72 ,78.42 ,0.20 ,5.00 ,-20.72 ,1.00 ,663.5
2022-12-16,-6.20 ,57.92 ,0.95 ,6.00 ,-22.20 ,1.00 ,760
2022-12-17,-6.68 ,53.25 ,0.95 ,7.00 ,-22.68 ,1.00 ,626
2022-12-18,-9.33 ,47.29 ,1.04 ,1.00 ,-25.33 ,1.00 ,487
2022-12-19,-7.38 ,55.63 ,0.81 ,2.00 ,-23.38 ,0.00 ,666
2022-12-20,-3.67 ,55.83 ,0.92 ,3.00 ,-19.67 ,1.00 ,666
2022-12-21,0.09 ,81.67 ,0.23 ,4.00 ,-15.91 ,1.00 ,733.5
2022-12-22,-7.13 ,61.50 ,0.91 ,5.00 ,-23.13 ,1.00 ,559
2022-12-23,-11.71 ,59.79 ,0.98 ,6.00 ,-27.71 ,1.00 ,770
2022-12-24,-8.69 ,55.29 ,0.99 ,7.00 ,-24.69 ,1.00 ,746.5
2022-12-25,-5.56 ,65.08 ,0.99 ,1.00 ,-21.56 ,1.00 ,615
2022-12-26,-3.98 ,68.00 ,0.75 ,2.00 ,-19.98 ,0.00 ,313
2022-12-27,-2.64 ,69.21 ,0.93 ,3.00 ,-18.64 ,1.00 ,683.5
2022-12-28,-2.92 ,58.92 ,0.99 ,4.00 ,-18.92 ,1.00 ,602.5
2022-12-29,-3.30 ,54.38 ,0.99 ,5.00 ,-19.30 ,1.00 ,585.5
2022-12-30,-1.38 ,65.71 ,0.99 ,6.00 ,-17.38 ,1.00 ,575
2022-12-31,-1.65 ,65.71 ,0.38 ,7.00 ,-17.65 ,1.00 ,472
